sim_id,record_id,base_record_id,earthquake_name,magnitude,r_rup_km,vs30_ms,target_pga_g,resulting_pga_g,struct_id,T,zeta,material_type,u_y,alpha,u_max_m,f_max_n,e_h_final_j,ductility,dt,n_steps,sim_file_path
RSN0072_PGA_0p600g__SDOF_T0p50s_Z0p05_ELAS,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.08019359255807251,12.663664544805108,0.0005359192657698087,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0072_PGA_0p600g__SDOF_T1p00s_Z0p05_ELAS,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.19710910535130585,7.781555574680136,0.00030013788685994563,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0072_PGA_0p600g__SDOF_T1p50s_Z0p05_ELAS,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.3288310162753583,5.76965696968171,0.00561075048905332,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0072_PGA_0p600g__SDOF_T2p00s_Z0p05_ELAS,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.33413389899178053,3.2977694000424242,0.007971615375107977,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0072_PGA_0p600g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.019605346460595464,5.223100183958534,0.37164093818378563,3.9210692921190926,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0072_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.11815210407631144,1.9207106185354614,1.869149030632988,11.815210407631143,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0072_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.07143670157258,3.564401325323199,1.5867662772611595,3.571835078629,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0072_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.30562878286297507,1.0150917994809259,1.9751706826219007,15.281439143148754,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0072_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.21648271079063294,1.9274996120013796,1.8567806546960937,5.412067769765823,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0072_PGA_0p600g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.3471327924491082,0.6376669086478047,1.6578003269999555,11.57109308163694,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0072_PGA_0p600g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0072_PGA_0p600g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.6,0.6,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.39643489145785926,0.5618637266429359,1.4843756583720962,7.928697829157185,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p600g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0072_PGA_0p800g__SDOF_T0p20s_Z0p05_ELAS,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.01388524919205718,13.704191653615,1.8265599248089312e-06,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0072_PGA_0p800g__SDOF_T0p50s_Z0p05_ELAS,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.10692479007742985,16.88488605974012,0.0009527453613677782,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0072_PGA_0p800g__SDOF_T1p00s_Z0p05_ELAS,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.2628121404684062,10.375407432906785,0.0005335784655291171,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0072_PGA_0p800g__SDOF_T1p50s_Z0p05_ELAS,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.43844135503381176,7.692875959575626,0.00997466753609687,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0072_PGA_0p800g__SDOF_T2p00s_Z0p05_ELAS,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.4455118653223748,4.39702586672324,0.014171760666858525,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0072_PGA_0p800g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.03401628905421842,5.5075607888502685,1.173808756095046,6.803257810843684,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0072_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.166709969315809,2.074069633087541,3.3459182916766705,16.6709969315809,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0072_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.10380817290588994,3.8199962180759783,3.081807476308973,5.190408645294497,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0072_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.4210936170202121,1.1062591783104714,3.2113711879897475,21.054680851010605,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0072_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.2817554979352749,2.0563429294562052,3.505227551155239,7.043887448381872,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0072_PGA_0p800g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.548131887374258,0.7082013638260531,2.6249421848568626,18.271062912475266,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0072_PGA_0p800g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0072_PGA_0p800g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,0.8,0.8,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.7031939727210585,0.6224155422131239,2.4062923081466376,14.063879454421171,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_0p800g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0072_PGA_1p000g__SDOF_T0p20s_Z0p05_ELAS,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.017356561490071466,17.13023956701874,2.8539998824862675e-06,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0072_PGA_1p000g__SDOF_T0p50s_Z0p05_ELAS,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.1336559875967872,21.106107574675132,0.00148866462713721,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0072_PGA_1p000g__SDOF_T1p00s_Z0p05_ELAS,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.3285151755855082,12.969259291133499,0.0008337163523880604,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0072_PGA_1p000g__SDOF_T1p50s_Z0p05_ELAS,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.5480516937922649,9.616094949469536,0.015585418025146793,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0072_PGA_1p000g__SDOF_T2p00s_Z0p05_ELAS,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.5568898316529679,5.496282333404044,0.02214337604196673,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0072_PGA_1p000g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.050728867830144186,5.837453870931128,2.695933994755198,10.145773566028836,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0072_PGA_1p000g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.20776440585192657,2.2037307682942964,5.094666881473321,20.776440585192656,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0072_PGA_1p000g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.14404312518496,4.137678667748882,5.0679311850601705,7.202156259248,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0072_PGA_1p000g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.49087659181808385,1.1613576067253661,4.580673511902825,24.543829590904192,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0072_PGA_1p000g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.36471907692288236,2.220106470317448,5.694630527203532,9.117976923072058,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0072_PGA_1p000g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.7635363786033776,0.783790950124696,3.635952038287046,25.45121262011259,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0072_PGA_1p000g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0072_PGA_1p000g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.0,1.0,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.9056160683168377,0.6623720623245206,3.353484813543213,18.112321366336754,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p000g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0072_PGA_1p200g__SDOF_T0p20s_Z0p05_ELAS,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.020827873788085784,20.556287480422515,4.109759830927224e-06,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0072_PGA_1p200g__SDOF_T0p50s_Z0p05_ELAS,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.16038718511614503,25.327329089610217,0.0021436770630792346,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0072_PGA_1p200g__SDOF_T1p00s_Z0p05_ELAS,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.3942182107026117,15.563111149360273,0.0012005515474397825,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0072_PGA_1p200g__SDOF_T1p50s_Z0p05_ELAS,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.6576620325507166,11.53931393936342,0.02244300195621328,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0072_PGA_1p200g__SDOF_T2p00s_Z0p05_ELAS,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.6682677979835611,6.5955388000848485,0.03188646150043191,1.0,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0072_PGA_1p200g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.0658840237236774,6.136604657543149,4.7060361944297755,13.17680474473548,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0072_PGA_1p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.269751564693227,2.399503163721856,7.056474852689949,26.975156469322698,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0072_PGA_1p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.18545271285821469,4.464635666746682,7.612474701235614,9.272635642910734,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0072_PGA_1p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.5886180873152554,1.2385311982556013,6.012769420892539,29.43090436576277,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0072_PGA_1p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.46387439106099515,2.415831215279231,8.028495696278931,11.596859776524878,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0072_PGA_1p200g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.9737246423364789,0.857550061690831,4.639469143838939,32.45748807788263,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0072_PGA_1p200g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0072_PGA_1p200g,RSN0072,San Fernando,6.588161613228407,33.240460008182026,849.0718120994319,1.2,1.2,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,1.2144087333709834,0.7233252912453707,4.374542415032899,24.288174667419668,0.01,3271,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0072_PGA_1p200g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0073_PGA_0p050g__SDOF_T0p20s_Z0p05_ELAS,RSN0073_PGA_0p050g,RSN0073,Hector Mine,7.056345921102488,83.01973586596806,494.7599108178997,0.05,0.05,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.0010602940060410189,1.0464682388471107,4.034894880170283e-06,1.0,0.01,3645,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0073_PGA_0p050g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0073_PGA_0p050g__SDOF_T0p50s_Z0p05_ELAS,RSN0073_PGA_0p050g,RSN0073,Hector Mine,7.056345921102488,83.01973586596806,494.7599108178997,0.05,0.05,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.006564627720889645,1.0366444583296903,2.5126379884750247e-05,1.0,0.01,3645,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0073_PGA_0p050g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0073_PGA_0p050g__SDOF_T1p00s_Z0p05_ELAS,RSN0073_PGA_0p050g,RSN0073,Hector Mine,7.056345921102488,83.01973586596806,494.7599108178997,0.05,0.05,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.02881495073800574,1.137568658483978,2.3821590569042184e-05,1.0,0.01,3645,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0073_PGA_0p050g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0073_PGA_0p050g__SDOF_T1p50s_Z0p05_ELAS,RSN0073_PGA_0p050g,RSN0073,Hector Mine,7.056345921102488,83.01973586596806,494.7599108178997,0.05,0.05,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.05227007306657396,0.9171287878811033,0.0004201837716658038,1.0,0.01,3645,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0073_PGA_0p050g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0073_PGA_0p050g__SDOF_T2p00s_Z0p05_ELAS,RSN0073_PGA_0p050g,RSN0073,Hector Mine,7.056345921102488,83.01973586596806,494.7599108178997,0.05,0.05,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.04923688822953491,0.4859486087661626,0.0007812020029151283,1.0,0.01,3645,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0073_PGA_0p050g__SDOF_T2p00s_Z0p05_ELAS.npz
